                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 2.7185,                 5.2642,                 4.1071,                      0,                      0,                      0,                      0,                  3.448,                  4.695,                  4.142,             0.00022146,             0.00022146,             0.00022146
                     16,                 2.7833,                 5.2835,                 4.0834,                      0,                      0,                      0,                      0,                 3.4449,                 4.6911,                 4.1379,             0.00023662,             0.00023662,             0.00023662
                     17,                 2.3723,                 5.0519,                 4.0585,                      0,                      0,                      0,                      0,                 3.4494,                 4.6731,                 4.1334,             0.00025176,             0.00025176,             0.00025176
                     18,                 2.5901,                 5.2345,                  4.074,                      0,                      0,                      0,                      0,                 3.4429,                 4.6676,                 4.1299,             0.00026689,             0.00026689,             0.00026689
                     19,                 2.5974,                 5.0647,                 4.0061,                      0,                      0,                      0,                      0,                 3.4401,                 4.6667,                 4.1254,             0.00028199,             0.00028199,             0.00028199
                     20,                 2.7876,                 5.2398,                 3.9897,                      0,                      0,                      0,                      0,                 3.4325,                 4.6626,                   4.12,             0.00029709,             0.00029709,             0.00029709
                     21,                 2.3029,                 5.2237,                 3.9602,                      0,                      0,                      0,                      0,                  3.425,                 4.6646,                 4.1162,             0.00031217,             0.00031217,             0.00031217
                     22,                 2.8008,                 5.0231,                 3.8372,                      0,                      0,                      0,                      0,                 3.4171,                 4.6593,                 4.1097,             0.00032723,             0.00032723,             0.00032723
                     23,                 2.4142,                 4.9744,                 3.7575,                      0,                      0,                      0,                      0,                 3.4109,                 4.6615,                  4.107,             0.00034228,             0.00034228,             0.00034228
                     24,                 2.5986,                 5.0257,                 3.8353,                      0,                      0,                      0,                      0,                 3.4061,                 4.6582,                 4.1043,             0.00035732,             0.00035732,             0.00035732
                     25,                 2.7626,                 4.6533,                 3.7841,                      0,                      0,                      0,                      0,                 3.4087,                 4.6594,                 4.1045,             0.00037233,             0.00037233,             0.00037233
                     26,                 2.5411,                 4.8706,                 3.7157,                      0,                      0,                      0,                      0,                 3.4042,                 4.6594,                 4.1004,             0.00038734,             0.00038734,             0.00038734
                     27,                 2.4575,                 4.4319,                 3.6812,                      0,                      0,                      0,                      0,                 3.3932,                 4.6583,                 4.0927,             0.00040232,             0.00040232,             0.00040232
                     28,                 2.4423,                 4.8226,                 3.6433,                      0,                      0,                      0,                      0,                 3.3932,                 4.6583,                 4.0927,              0.0004173,              0.0004173,              0.0004173
                     29,                 2.6979,                 4.6292,                 3.6988,                      0,                      0,                      0,                      0,                 3.3822,                 4.6532,                 4.0847,             0.00043225,             0.00043225,             0.00043225
                     30,                 2.2812,                 4.7395,                 3.6855,                      0,                      0,                      0,                      0,                 3.3879,                 4.6509,                 4.0815,              0.0004472,              0.0004472,              0.0004472
                     31,                 2.5339,                  4.511,                 3.5844,                      0,                      0,                      0,                      0,                 3.3879,                 4.6509,                 4.0815,             0.00046212,             0.00046212,             0.00046212
                     32,                 2.4238,                 4.5755,                 3.6168,                      0,                      0,                      0,                      0,                 3.4014,                 4.6671,                  4.095,             0.00047704,             0.00047704,             0.00047704
                     33,                  2.416,                 4.7979,                 3.5423,                      0,                      0,                      0,                      0,                 3.3703,                 4.7782,                 4.1154,             0.00049193,             0.00049193,             0.00049193
                     34,                  2.855,                 4.3848,                 3.5473,                      0,                      0,                      0,                      0,                 3.3703,                 4.7782,                 4.1154,             0.00050681,             0.00050681,             0.00050681
                     35,                 2.4395,                 4.4552,                 3.4028,                      0,                      0,                      0,                      0,                 3.3402,                 4.8511,                  4.117,             0.00052168,             0.00052168,             0.00052168
                     36,                 2.3841,                 4.1624,                 3.3443,                      0,                      0,                      0,                      0,                 3.3388,                  4.869,                 4.1122,             0.00053653,             0.00053653,             0.00053653
                     37,                 2.8403,                 4.2458,                 3.4535,                      0,                      0,                      0,                      0,                 3.3388,                  4.869,                 4.1122,             0.00055137,             0.00055137,             0.00055137
                     38,                 2.2642,                 4.2184,                 3.3032,                      0,                      0,                      0,                      0,                  3.354,                 4.8652,                 4.1105,             0.00056619,             0.00056619,             0.00056619
                     39,                  2.773,                 4.2122,                  3.453,                      0,                      0,                      0,                      0,                 3.3979,                 4.8395,                 4.1082,             0.00058099,             0.00058099,             0.00058099
                     40,                 2.4442,                 4.1269,                 3.1619,                      0,                      0,                      0,                      0,                 3.3979,                 4.8395,                 4.1082,             0.00059578,             0.00059578,             0.00059578
                     41,                  2.303,                 4.2622,                 3.2444,                      0,                      0,                      0,                      0,                 3.4636,                 4.7986,                 4.1151,             0.00061056,             0.00061056,             0.00061056
                     42,                  2.665,                 3.9042,                 3.5025,                      0,                      0,                      0,                      0,                 3.5007,                 4.7942,                 4.1208,             0.00062532,             0.00062532,             0.00062532
                     43,                 2.0812,                 3.8716,                 3.1515,                      0,                      0,                      0,                      0,                 3.5007,                 4.7942,                 4.1208,             0.00064006,             0.00064006,             0.00064006
                     44,                 2.3232,                 4.4422,                 3.0896,                      0,                      0,                      0,                      0,                 3.5035,                  4.819,                 4.1194,             0.00065479,             0.00065479,             0.00065479
                     45,                 2.5156,                 4.1843,                 3.2509,                      0,                      0,                      0,                      0,                 3.5035,                  4.819,                 4.1194,              0.0006695,              0.0006695,              0.0006695
                     46,                 2.2575,                 3.7704,                 3.1884,                      0,                      0,                      0,                      0,                 3.5664,                 4.7622,                  4.131,              0.0006842,              0.0006842,              0.0006842
                     47,                  2.688,                 3.7578,                 3.3717,                      0,                      0,                      0,                      0,                 3.5664,                 4.7622,                  4.131,             0.00069889,             0.00069889,             0.00069889
                     48,                 2.4184,                 3.7449,                 3.1986,                      0,                      0,                      0,                      0,                 3.6069,                 4.6953,                 4.1198,             0.00071355,             0.00071355,             0.00071355
                     49,                 2.2854,                 3.7625,                 3.0089,                      0,                      0,                      0,                      0,                 3.6069,                 4.6953,                 4.1198,             0.00072821,             0.00072821,             0.00072821
                     50,                 2.8069,                 3.7021,                 3.2658,                      0,                      0,                      0,                      0,                 3.4255,                 4.5713,                 3.9322,             0.00074284,             0.00074284,             0.00074284
                     51,                 2.3144,                 3.5061,                 2.9936,                      0,                      0,                      0,                      0,                 3.4255,                 4.5713,                 3.9322,             0.00074997,             0.00074997,             0.00074997
                     52,                 2.5253,                 3.7089,                 3.3064,                0.00094,                0.25926,                0.00635,                0.00334,                 2.7018,                  4.268,                 3.3099,             0.00074997,             0.00074997,             0.00074997
                     53,                 2.1932,                 3.3377,                  3.005,                0.00094,                0.25926,                0.00635,                0.00334,                 2.7018,                  4.268,                 3.3099,             0.00074959,             0.00074959,             0.00074959
                     54,                 2.3602,                  3.524,                 3.1247,                0.00222,                0.57407,                0.03888,                0.02379,                 2.2391,                 4.0421,                 2.9379,             0.00074921,             0.00074921,             0.00074921
                     55,                 2.3805,                 3.7728,                 3.0519,                0.00222,                0.57407,                0.03888,                0.02379,                 2.2391,                 4.0421,                 2.9379,             0.00074883,             0.00074883,             0.00074883
                     56,                 2.0142,                 3.4557,                 2.8225,                0.00262,                0.68519,                0.03568,                 0.0213,                 2.0999,                  3.931,                 2.8056,             0.00074844,             0.00074844,             0.00074844
                     57,                 2.1455,                 3.8353,                 2.8716,                0.00262,                0.68519,                0.03568,                 0.0213,                 2.0999,                  3.931,                 2.8056,             0.00074806,             0.00074806,             0.00074806
                     58,                 2.4838,                   3.69,                 2.8809,                0.41309,                0.05556,                0.08649,                0.04925,                   2.08,                  3.792,                 2.7768,             0.00074768,             0.00074768,             0.00074768
                     59,                 2.1132,                  3.451,                 2.8295,                0.41309,                0.05556,                0.08649,                0.04925,                   2.08,                  3.792,                 2.7768,              0.0007473,              0.0007473,              0.0007473
                     60,                 2.2479,                 3.2712,                  3.088,                0.04768,                0.40741,                0.17736,                0.11397,                 2.0545,                 3.6404,                 2.7884,             0.00074692,             0.00074692,             0.00074692
                     61,                 2.6139,                 4.0629,                 3.2907,                0.04768,                0.40741,                0.17736,                0.11397,                 2.0545,                 3.6404,                 2.7884,             0.00074654,             0.00074654,             0.00074654
                     62,                 2.0718,                 3.3664,                 2.8451,                0.21751,                0.40741,                0.19474,                0.14914,                 2.0311,                 3.4207,                 2.7903,             0.00074616,             0.00074616,             0.00074616
                     63,                 2.6285,                 3.5338,                 3.1883,                0.21751,                0.40741,                0.19474,                0.14914,                 2.0311,                 3.4207,                 2.7903,             0.00074578,             0.00074578,             0.00074578
                     64,                  2.587,                  3.415,                 3.1677,                0.21251,                 0.3991,                0.21241,                0.13945,                 2.0003,                 3.3935,                  2.811,              0.0007454,              0.0007454,              0.0007454
                     65,                 2.7285,                 3.6237,                 3.1983,                0.21251,                 0.3991,                0.21241,                0.13945,                 2.0003,                 3.3935,                  2.811,             0.00074502,             0.00074502,             0.00074502
                     66,                 2.4264,                 3.5609,                 3.1718,                0.31787,                0.16644,                0.17326,                0.11341,                 1.9018,                 3.0736,                 2.7697,             0.00074464,             0.00074464,             0.00074464
                     67,                 2.2893,                 3.5838,                 2.8783,                0.31787,                0.16644,                0.17326,                0.11341,                 1.9018,                 3.0736,                 2.7697,             0.00074426,             0.00074426,             0.00074426
                     68,                 2.1853,                 3.4853,                 2.8399,                0.21023,                0.22222,                0.14557,                0.07967,                 1.9778,                 5.1649,                 2.8454,             0.00074388,             0.00074388,             0.00074388
                     69,                 2.1597,                 3.2418,                 2.9971,                0.21023,                0.22222,                0.14557,                0.07967,                 1.9778,                 5.1649,                 2.8454,              0.0007435,              0.0007435,              0.0007435
                     70,                 2.3454,                  3.225,                 3.0165,                0.18163,                0.22222,                0.14892,                 0.0777,                 2.0537,                 10.031,                  2.892,             0.00074312,             0.00074312,             0.00074312
                     71,                 2.3071,                 3.5995,                 3.0825,                0.18163,                0.22222,                0.14892,                 0.0777,                 2.0537,                 10.031,                  2.892,             0.00074273,             0.00074273,             0.00074273
                     72,                 2.0101,                 3.5315,                 2.7908,                0.52786,                0.27778,                0.29111,                0.12559,                 2.6931,                 3.0652,                 3.4547,             0.00074235,             0.00074235,             0.00074235
                     73,                 2.5905,                  3.578,                  3.109,                0.52786,                0.27778,                0.29111,                0.12559,                 2.6931,                 3.0652,                 3.4547,             0.00074197,             0.00074197,             0.00074197
                     74,                 2.0158,                 3.1538,                 2.7729,                0.00135,                0.42593,                0.07287,                0.04479,                 2.6459,                 4.5085,                 5.1322,             0.00074159,             0.00074159,             0.00074159
                     75,                 2.6062,                 3.7896,                 3.0699,                0.00135,                0.42593,                0.07287,                0.04479,                 2.6459,                 4.5085,                 5.1322,             0.00074121,             0.00074121,             0.00074121
                     76,                 2.0983,                  3.236,                 2.8321,                0.00281,                0.66667,                0.19874,                0.09611,                 2.8124,                 3.8016,                 4.4958,             0.00074083,             0.00074083,             0.00074083
                     77,                 2.0241,                 3.2236,                 2.8728,                0.00281,                0.66667,                0.19874,                0.09611,                 2.8124,                 3.8016,                 4.4958,             0.00074045,             0.00074045,             0.00074045
                     78,                 2.2324,                 3.1548,                 2.9338,                0.31186,                0.70523,                0.40389,                0.17708,                 2.4376,                 3.4144,                 3.2631,             0.00074007,             0.00074007,             0.00074007
                     79,                 2.0512,                 3.2694,                 2.8317,                0.31186,                0.70523,                0.40389,                0.17708,                 2.4376,                 3.4144,                 3.2631,             0.00073969,             0.00073969,             0.00073969
                     80,                 2.0607,                 3.3859,                 2.7784,                0.47811,                0.18067,                0.35565,                0.14838,                 2.6934,                 3.1715,                 3.8609,             0.00073931,             0.00073931,             0.00073931
                     81,                  1.859,                  3.178,                 2.6639,                0.47811,                0.18067,                0.35565,                0.14838,                 2.6934,                 3.1715,                 3.8609,             0.00073893,             0.00073893,             0.00073893
                     82,                 1.8757,                 3.0915,                 2.6142,                0.99216,                0.05556,                0.10049,                0.04877,                 2.5635,                 4.3593,                 5.1588,             0.00073855,             0.00073855,             0.00073855
                     83,                 2.1046,                 3.2132,                 2.7349,                0.99216,                0.05556,                0.10049,                0.04877,                 2.5635,                 4.3593,                 5.1588,             0.00073817,             0.00073817,             0.00073817
                     84,                 2.0039,                 3.2446,                 2.7098,                0.99229,                0.05556,                0.08584,                0.05541,                 2.7727,                 4.8192,                  5.577,             0.00073779,             0.00073779,             0.00073779
                     85,                 1.6753,                 3.0631,                 2.4684,                0.99229,                0.05556,                0.08584,                0.05541,                 2.7727,                 4.8192,                  5.577,             0.00073741,             0.00073741,             0.00073741
                     86,                 2.0315,                 3.2477,                 2.7281,                0.98813,                0.05556,                0.07499,                0.03527,                 3.0328,                  5.091,                 5.6218,             0.00073702,             0.00073702,             0.00073702
                     87,                 2.2721,                 3.4776,                 2.8969,                0.98813,                0.05556,                0.07499,                0.03527,                 3.0328,                  5.091,                 5.6218,             0.00073664,             0.00073664,             0.00073664
                     88,                 1.9479,                 3.2504,                  2.611,                0.92901,                0.05556,                0.07333,                0.03351,                 2.9747,                 4.7591,                 5.4614,             0.00073626,             0.00073626,             0.00073626
                     89,                 1.8054,                 3.1833,                 2.4819,                0.92901,                0.05556,                0.07333,                0.03351,                 2.9747,                 4.7591,                 5.4614,             0.00073588,             0.00073588,             0.00073588
                     90,                 2.1999,                 3.3295,                 2.8056,                0.00612,                0.86111,                0.19767,                0.05956,                 2.7927,                 3.8343,                 4.3474,              0.0007355,              0.0007355,              0.0007355
                     91,                 2.0209,                 3.3814,                 2.7997,                0.00612,                0.86111,                0.19767,                0.05956,                 2.7927,                 3.8343,                 4.3474,             0.00073512,             0.00073512,             0.00073512
                     92,                 1.9008,                 3.4478,                  2.633,                0.00777,                0.96296,                0.19749,                0.10639,                 1.9657,                 3.6406,                 3.7481,             0.00073474,             0.00073474,             0.00073474
                     93,                 2.2037,                 3.1691,                 2.7399,                0.00777,                0.96296,                0.19749,                0.10639,                 1.9657,                 3.6406,                 3.7481,             0.00073436,             0.00073436,             0.00073436
                     94,                 1.7281,                 3.0748,                  2.511,                0.00877,                      1,                 0.2225,                0.13923,                 1.5037,                   3.46,                 3.0648,             0.00073398,             0.00073398,             0.00073398
                     95,                 2.0327,                 3.1737,                 2.7489,                0.00877,                      1,                 0.2225,                0.13923,                 1.5037,                   3.46,                 3.0648,              0.0007336,              0.0007336,              0.0007336
                     96,                 1.8398,                 3.1398,                 2.5446,                0.69359,                0.08333,                0.25154,                0.16792,                 1.0902,                 3.0245,                 2.5026,             0.00073322,             0.00073322,             0.00073322
                     97,                 2.0431,                 3.1172,                 2.5724,                0.69359,                0.08333,                0.25154,                0.16792,                 1.0902,                 3.0245,                 2.5026,             0.00073284,             0.00073284,             0.00073284
                     98,                 2.1721,                 3.4446,                 2.7957,                0.00812,                      1,                0.18842,                0.12092,                 1.3722,                 3.6705,                 2.6913,             0.00073246,             0.00073246,             0.00073246
                     99,                 1.8566,                 2.8478,                 2.5424,                0.00812,                      1,                0.18842,                0.12092,                 1.3722,                 3.6705,                 2.6913,             0.00073208,             0.00073208,             0.00073208
                    100,                 2.0307,                 3.2611,                 2.5246,                0.00889,                      1,                0.07484,                0.04912,                 1.5973,                 4.1779,                 2.7116,              0.0007317,              0.0007317,              0.0007317
                    101,                 1.8733,                 2.9943,                 2.6044,                0.00889,                      1,                0.07484,                0.04912,                 1.5973,                 4.1779,                 2.7116,             0.00073132,             0.00073132,             0.00073132
                    102,                  1.625,                 3.0843,                  2.355,                0.00298,                0.55556,                0.01019,                0.00507,                 1.9236,                 4.4604,                 2.9756,             0.00073093,             0.00073093,             0.00073093
                    103,                 1.4432,                 2.9093,                 2.2728,                0.00298,                0.55556,                0.01019,                0.00507,                 1.9236,                 4.4604,                 2.9756,             0.00073055,             0.00073055,             0.00073055
                    104,                 1.5881,                 2.8456,                 2.3731,                0.00079,                0.22222,                0.00428,                0.00049,                 2.9067,                  5.502,                 5.1339,             0.00073017,             0.00073017,             0.00073017
                    105,                 1.6142,                  2.755,                 2.4341,                0.00079,                0.22222,                0.00428,                0.00049,                 2.9067,                  5.502,                 5.1339,             0.00072979,             0.00072979,             0.00072979
                    106,                  1.713,                 3.1334,                 2.4287,                0.00084,                0.16667,                0.00774,                0.00079,                  3.054,                 5.5676,                 5.0542,             0.00072941,             0.00072941,             0.00072941
                    107,                  1.568,                 2.8218,                 2.4439,                0.00084,                0.16667,                0.00774,                0.00079,                  3.054,                 5.5676,                 5.0542,             0.00072903,             0.00072903,             0.00072903
                    108,                 1.8282,                 3.1992,                 2.3735,                0.00083,                0.16667,                0.00213,                0.00021,                 2.9913,                  5.449,                 5.0866,             0.00072865,             0.00072865,             0.00072865
                    109,                 1.3342,                 2.7658,                 2.2273,                0.00083,                0.16667,                0.00213,                0.00021,                 2.9913,                  5.449,                 5.0866,             0.00072827,             0.00072827,             0.00072827
                    110,                 1.8799,                 2.8616,                 2.6122,                0.00076,                0.13889,                0.00438,                0.00044,                 3.3957,                 5.7067,                 5.1655,             0.00072789,             0.00072789,             0.00072789
                    111,                 1.8242,                 3.3755,                 2.4209,                0.00076,                0.13889,                0.00438,                0.00044,                 3.3957,                 5.7067,                 5.1655,             0.00072751,             0.00072751,             0.00072751
                    112,                 1.6181,                 2.8476,                 2.4263,                0.00039,                0.05556,                0.00187,                0.00019,                 4.0244,                 5.6441,                 5.3346,             0.00072713,             0.00072713,             0.00072713
                    113,                  1.597,                 3.0597,                 2.4557,                0.00039,                0.05556,                0.00187,                0.00019,                 4.0244,                 5.6441,                 5.3346,             0.00072675,             0.00072675,             0.00072675
                    114,                 2.4853,                 3.6131,                 3.1087,                0.00442,                0.22222,                0.09015,                0.07666,                 3.4007,                  5.185,                 5.0449,             0.00072637,             0.00072637,             0.00072637
                    115,                 1.7443,                 3.3014,                 2.4119,                0.00442,                0.22222,                0.09015,                0.07666,                 3.4007,                  5.185,                 5.0449,             0.00072599,             0.00072599,             0.00072599
                    116,                 1.8901,                 3.1868,                 2.6808,                0.69612,                0.30155,                0.42748,                0.32412,                0.95362,                 2.9973,                 2.0159,             0.00072561,             0.00072561,             0.00072561
                    117,                 2.1601,                 3.1394,                   2.61,                0.69612,                0.30155,                0.42748,                0.32412,                0.95362,                 2.9973,                 2.0159,             0.00072522,             0.00072522,             0.00072522
                    118,                 1.7994,                  2.901,                 2.5671,                0.60011,                0.22222,                0.40765,                0.22198,                 1.2617,                 2.7521,                 1.9802,             0.00072484,             0.00072484,             0.00072484
                    119,                 1.4822,                 3.0254,                 2.2442,                0.60011,                0.22222,                0.40765,                0.22198,                 1.2617,                 2.7521,                 1.9802,             0.00072446,             0.00072446,             0.00072446
                    120,                 1.3619,                 3.2224,                 1.9874,                0.23993,                0.61111,                0.39297,                0.28728,                0.94772,                 2.5887,                 1.7596,             0.00072408,             0.00072408,             0.00072408
                    121,                 2.0204,                 2.9706,                 2.4563,                0.23993,                0.61111,                0.39297,                0.28728,                0.94772,                 2.5887,                 1.7596,              0.0007237,              0.0007237,              0.0007237
                    122,                 1.6543,                 3.0198,                 2.2984,                0.24218,                0.66667,                0.39921,                0.27498,                 1.0405,                 2.4191,                 1.8065,             0.00072332,             0.00072332,             0.00072332
                    123,                 1.9271,                  3.264,                 2.4913,                0.24218,                0.66667,                0.39921,                0.27498,                 1.0405,                 2.4191,                 1.8065,             0.00072294,             0.00072294,             0.00072294
                    124,                 1.8881,                 3.0803,                 2.4155,                0.26295,                0.49974,                 0.3746,                0.21303,                 1.4649,                  2.651,                 2.1351,             0.00072256,             0.00072256,             0.00072256
                    125,                 1.6894,                 2.8108,                 2.3421,                0.26295,                0.49974,                 0.3746,                0.21303,                 1.4649,                  2.651,                 2.1351,             0.00072218,             0.00072218,             0.00072218
                    126,                 1.6085,                 3.1054,                 2.2738,                0.17832,                0.77778,                 0.2745,                0.17149,                 1.3162,                 2.8282,                 2.0289,              0.0007218,              0.0007218,              0.0007218
                    127,                 1.5619,                 2.8483,                 2.2512,                0.17832,                0.77778,                 0.2745,                0.17149,                 1.3162,                 2.8282,                 2.0289,             0.00072142,             0.00072142,             0.00072142
                    128,                 1.6645,                 2.7888,                 2.2221,                0.16151,                0.28746,                 0.2235,                0.16955,                0.90347,                 2.6585,                 1.6871,             0.00072104,             0.00072104,             0.00072104
                    129,                  1.433,                 2.8135,                 2.2008,                0.16151,                0.28746,                 0.2235,                0.16955,                0.90347,                 2.6585,                 1.6871,             0.00072066,             0.00072066,             0.00072066
                    130,                 1.6331,                 3.4868,                 2.2268,                0.18432,                0.57435,                0.29734,                0.23857,                0.82242,                  2.371,                 1.5418,             0.00072028,             0.00072028,             0.00072028
                    131,                 1.5598,                 2.5048,                 2.2666,                0.18432,                0.57435,                0.29734,                0.23857,                0.82242,                  2.371,                 1.5418,              0.0007199,              0.0007199,              0.0007199
                    132,                 1.3005,                 2.6389,                 1.9941,                0.31037,                0.72222,                0.26062,                0.20124,                0.85575,                 2.3897,                 1.5078,             0.00071951,             0.00071951,             0.00071951
                    133,                 1.5259,                 2.5382,                 2.2164,                0.31037,                0.72222,                0.26062,                0.20124,                0.85575,                 2.3897,                 1.5078,             0.00071913,             0.00071913,             0.00071913
