                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                 2.6589,                 4.6644,                 3.3894,                0.00309,                   0.65,                0.06197,                0.02987,                 1.7549,                 4.3379,                 2.5594,              0.0003248,              0.0003248,              0.0003248
                     70,                 2.3163,                 4.7123,                 3.1623,                 0.0043,                    0.7,                0.20013,                0.09117,                 1.7061,                 4.0165,                 2.4958,             0.00032343,             0.00032343,             0.00032343
                     71,                 1.9745,                 4.3506,                 2.9946,                 0.0043,                    0.7,                0.20013,                0.09117,                 1.7061,                 4.0165,                 2.4958,             0.00032205,             0.00032205,             0.00032205
                     72,                 2.4379,                 4.6613,                 3.3134,                 0.0073,                    0.7,                0.26109,                0.11046,                 1.6181,                 3.9104,                 2.4196,             0.00032067,             0.00032067,             0.00032067
                     73,                 2.1018,                 4.4312,                 3.1127,                 0.0073,                    0.7,                0.26109,                0.11046,                 1.6181,                 3.9104,                 2.4196,              0.0003193,              0.0003193,              0.0003193
                     74,                 2.4991,                 4.5165,                 3.2162,                0.01307,                   0.75,                0.21811,                 0.1028,                 1.5879,                 3.8138,                  2.403,             0.00031792,             0.00031792,             0.00031792
                     75,                 1.8565,                 4.0903,                 2.9558,                0.01307,                   0.75,                0.21811,                 0.1028,                 1.5879,                 3.8138,                  2.403,             0.00031654,             0.00031654,             0.00031654
                     76,                 1.9411,                 4.3508,                 3.1514,                0.01396,                   0.75,                 0.1602,                0.07527,                 1.5561,                  3.779,                 2.4026,             0.00031517,             0.00031517,             0.00031517
                     77,                 2.2636,                 4.2862,                 3.2012,                0.01396,                   0.75,                 0.1602,                0.07527,                 1.5561,                  3.779,                 2.4026,             0.00031379,             0.00031379,             0.00031379
                     78,                 1.9841,                 4.1727,                 2.9802,                0.02406,                    0.9,                0.32942,                0.18017,                 1.5246,                 3.5925,                 2.3513,             0.00031242,             0.00031242,             0.00031242
                     79,                 2.8596,                 4.6585,                 3.5911,                0.02406,                    0.9,                0.32942,                0.18017,                 1.5246,                 3.5925,                 2.3513,             0.00031104,             0.00031104,             0.00031104
                     80,                 2.2853,                  4.476,                 2.9276,                0.02419,                   0.95,                0.37835,                0.20248,                 1.4417,                 3.5841,                 2.2629,             0.00030966,             0.00030966,             0.00030966
                     81,                 2.5001,                 4.3001,                 3.2743,                0.02419,                   0.95,                0.37835,                0.20248,                 1.4417,                 3.5841,                 2.2629,             0.00030829,             0.00030829,             0.00030829
                     82,                 2.3727,                 4.1117,                 3.2521,                0.02556,                   0.95,                0.32094,                 0.1887,                 1.4484,                 3.5898,                 2.2814,             0.00030691,             0.00030691,             0.00030691
                     83,                  1.793,                 4.4323,                  2.742,                0.02556,                   0.95,                0.32094,                 0.1887,                 1.4484,                 3.5898,                 2.2814,             0.00030554,             0.00030554,             0.00030554
                     84,                  2.144,                 4.0402,                 3.1358,                0.01634,                   0.85,                0.22246,                0.15926,                 1.5947,                 3.6563,                 2.3987,             0.00030416,             0.00030416,             0.00030416
                     85,                 2.0065,                 4.1912,                 2.9155,                0.01634,                   0.85,                0.22246,                0.15926,                 1.5947,                 3.6563,                 2.3987,             0.00030278,             0.00030278,             0.00030278
                     86,                 1.7329,                 4.0644,                 2.7468,                0.29422,                0.53988,                0.20433,                0.13717,                 1.6732,                 3.5991,                 2.4256,             0.00030141,             0.00030141,             0.00030141
                     87,                 2.2388,                 3.9692,                 2.8931,                0.29422,                0.53988,                0.20433,                0.13717,                 1.6732,                 3.5991,                 2.4256,             0.00030003,             0.00030003,             0.00030003
                     88,                 1.9292,                 4.0854,                 2.8227,                0.48285,                    0.2,                0.20196,                0.13613,                 1.5569,                 3.5666,                 2.2909,             0.00029866,             0.00029866,             0.00029866
                     89,                  2.255,                 4.6465,                 3.1306,                0.48285,                    0.2,                0.20196,                0.13613,                 1.5569,                 3.5666,                 2.2909,             0.00029728,             0.00029728,             0.00029728
                     90,                 1.7651,                 4.2608,                 2.9305,                 0.3892,                0.33064,                 0.2267,                0.12264,                 1.3944,                  3.993,                 2.1347,              0.0002959,              0.0002959,              0.0002959
                     91,                 2.5504,                 4.4556,                 3.2925,                 0.3892,                0.33064,                 0.2267,                0.12264,                 1.3944,                  3.993,                 2.1347,             0.00029453,             0.00029453,             0.00029453
                     92,                 1.7183,                 3.6702,                 2.7668,                0.37829,                0.57739,                0.23531,                0.13252,                 1.2856,                 4.5659,                 2.0585,             0.00029315,             0.00029315,             0.00029315
                     93,                 2.3623,                 4.2908,                 3.2071,                0.37829,                0.57739,                0.23531,                0.13252,                 1.2856,                 4.5659,                 2.0585,             0.00029177,             0.00029177,             0.00029177
                     94,                 1.8937,                 3.9394,                 2.7224,                0.40009,                   0.45,                0.23516,                0.14626,                 1.2463,                 3.9185,                 2.0541,              0.0002904,              0.0002904,              0.0002904
                     95,                 2.0512,                 4.6902,                 2.8815,                0.40009,                   0.45,                0.23516,                0.14626,                 1.2463,                 3.9185,                 2.0541,             0.00028902,             0.00028902,             0.00028902
                     96,                 2.1759,                 4.2297,                 3.0324,                 0.5695,                    0.2,                0.28067,                 0.2082,                 1.3211,                 3.4711,                 2.1369,             0.00028765,             0.00028765,             0.00028765
                     97,                 2.2728,                 4.1052,                 3.0917,                 0.5695,                    0.2,                0.28067,                 0.2082,                 1.3211,                 3.4711,                 2.1369,             0.00028627,             0.00028627,             0.00028627
                     98,                 2.1955,                 3.9531,                 3.1191,                0.02064,                    0.8,                0.25775,                0.19657,                 1.4523,                 3.7424,                 2.3464,             0.00028489,             0.00028489,             0.00028489
                     99,                 2.0145,                 3.7694,                 2.8095,                0.02064,                    0.8,                0.25775,                0.19657,                 1.4523,                 3.7424,                 2.3464,             0.00028352,             0.00028352,             0.00028352
                    100,                 2.0839,                 3.9664,                 2.7278,                0.02143,                   0.55,                0.15017,                0.10962,                 1.6041,                  4.111,                 2.6402,             0.00028214,             0.00028214,             0.00028214
                    101,                 2.0167,                 4.4036,                 2.8735,                0.02143,                   0.55,                0.15017,                0.10962,                 1.6041,                  4.111,                 2.6402,             0.00028077,             0.00028077,             0.00028077
                    102,                  1.986,                 3.5473,                 2.6877,                0.03134,                   0.55,                0.10163,                0.08067,                 1.6014,                 4.2855,                 2.7829,             0.00027939,             0.00027939,             0.00027939
                    103,                 1.8311,                 3.8343,                 2.7267,                0.03134,                   0.55,                0.10163,                0.08067,                 1.6014,                 4.2855,                 2.7829,             0.00027801,             0.00027801,             0.00027801
                    104,                 1.6563,                 3.4831,                 2.6618,                0.03463,                   0.65,                0.17845,                0.14124,                 1.3075,                 4.0747,                 2.5229,             0.00027664,             0.00027664,             0.00027664
                    105,                 1.5543,                 3.4991,                 2.5802,                0.03463,                   0.65,                0.17845,                0.14124,                 1.3075,                 4.0747,                 2.5229,             0.00027526,             0.00027526,             0.00027526
                    106,                 1.7789,                 3.8964,                 2.5143,                0.03077,                    0.7,                0.26358,                0.20537,                 1.1248,                 3.7205,                 2.2563,             0.00027389,             0.00027389,             0.00027389
                    107,                 2.4919,                 4.1617,                  3.193,                0.03077,                    0.7,                0.26358,                0.20537,                 1.1248,                 3.7205,                 2.2563,             0.00027251,             0.00027251,             0.00027251
                    108,                  1.864,                 3.6813,                 2.7454,                 0.0387,                    0.7,                0.23899,                0.18653,                 1.1503,                 3.6148,                 2.2326,             0.00027113,             0.00027113,             0.00027113
                    109,                 1.6025,                 3.4088,                 2.5418,                 0.0387,                    0.7,                0.23899,                0.18653,                 1.1503,                 3.6148,                 2.2326,             0.00026976,             0.00026976,             0.00026976
                    110,                 2.4631,                 4.1758,                 3.3527,                0.78638,                0.12794,                 0.1918,                0.14664,                 1.1259,                 3.5909,                   2.22,             0.00026838,             0.00026838,             0.00026838
                    111,                  1.997,                 4.1392,                 2.9382,                0.78638,                0.12794,                 0.1918,                0.14664,                 1.1259,                 3.5909,                   2.22,             0.00026701,             0.00026701,             0.00026701
                    112,                 1.8298,                 3.5423,                 2.6673,                0.82154,                    0.1,                0.25824,                0.19745,                 1.1639,                 3.6835,                 2.2933,             0.00026563,             0.00026563,             0.00026563
                    113,                 2.2883,                 4.0322,                 3.0373,                0.82154,                    0.1,                0.25824,                0.19745,                 1.1639,                 3.6835,                 2.2933,             0.00026425,             0.00026425,             0.00026425
                    114,                 2.2167,                 3.9199,                 2.9417,                 0.0328,                   0.65,                0.24051,                0.17447,                 1.2077,                 3.8919,                 2.4462,             0.00026288,             0.00026288,             0.00026288
                    115,                 1.9562,                 4.3828,                 2.7749,                 0.0328,                   0.65,                0.24051,                0.17447,                 1.2077,                 3.8919,                 2.4462,              0.0002615,              0.0002615,              0.0002615
                    116,                 1.9529,                 3.9272,                 2.7921,                0.01977,                   0.65,                0.25128,                 0.1909,                 1.1758,                 3.8764,                 2.4384,             0.00026012,             0.00026012,             0.00026012
                    117,                 1.8697,                 3.6581,                  2.742,                0.01977,                   0.65,                0.25128,                 0.1909,                 1.1758,                 3.8764,                 2.4384,             0.00025875,             0.00025875,             0.00025875
                    118,                  1.895,                 3.6887,                 2.8025,                 0.0194,                    0.8,                0.26856,                0.18961,                 1.1335,                 3.6475,                  2.323,             0.00025737,             0.00025737,             0.00025737
                    119,                 1.9845,                 3.3742,                 2.8875,                 0.0194,                    0.8,                0.26856,                0.18961,                 1.1335,                 3.6475,                  2.323,               0.000256,               0.000256,               0.000256
                    120,                 1.6975,                 3.3441,                 2.5985,                0.02009,                   0.95,                0.24959,                0.16418,                 1.1582,                 3.5406,                 2.2723,             0.00025462,             0.00025462,             0.00025462
                    121,                 1.7308,                 3.7087,                 2.6408,                0.02009,                   0.95,                0.24959,                0.16418,                 1.1582,                 3.5406,                 2.2723,             0.00025324,             0.00025324,             0.00025324
                    122,                 1.8442,                 3.8654,                 2.5782,                0.70735,                    0.3,                0.27878,                0.20463,                 1.1263,                 3.3645,                   2.18,             0.00025187,             0.00025187,             0.00025187
                    123,                 1.4438,                 3.3924,                  2.392,                0.70735,                    0.3,                0.27878,                0.20463,                 1.1263,                 3.3645,                   2.18,             0.00025049,             0.00025049,             0.00025049
                    124,                  1.961,                 3.8505,                 2.6964,                0.70822,                    0.3,                0.39475,                0.27775,                 1.0776,                 3.1713,                 2.0525,             0.00024912,             0.00024912,             0.00024912
                    125,                 1.9408,                 4.0539,                 2.7686,                0.70822,                    0.3,                0.39475,                0.27775,                 1.0776,                 3.1713,                 2.0525,             0.00024774,             0.00024774,             0.00024774
                    126,                  1.546,                 3.2373,                 2.4785,                0.58972,                0.39683,                0.41734,                0.29997,                 1.0296,                 3.1179,                 1.9571,             0.00024636,             0.00024636,             0.00024636
                    127,                 1.6048,                 3.2169,                 2.5884,                0.58972,                0.39683,                0.41734,                0.29997,                 1.0296,                 3.1179,                 1.9571,             0.00024499,             0.00024499,             0.00024499
                    128,                 1.4253,                 3.1019,                 2.3967,                0.81501,                0.26193,                0.44774,                0.33706,                 1.0149,                  3.215,                 1.9342,             0.00024361,             0.00024361,             0.00024361
                    129,                 1.8672,                 3.5354,                 2.7222,                0.81501,                0.26193,                0.44774,                0.33706,                 1.0149,                  3.215,                 1.9342,             0.00024224,             0.00024224,             0.00024224
                    130,                 1.7245,                 3.4825,                 2.6667,                0.39532,                    0.5,                0.42746,                0.33609,                 1.0132,                    3.6,                 1.9255,             0.00024086,             0.00024086,             0.00024086
                    131,                 1.4477,                 3.0979,                 2.6184,                0.39532,                    0.5,                0.42746,                0.33609,                 1.0132,                    3.6,                 1.9255,             0.00023948,             0.00023948,             0.00023948
                    132,                 1.5107,                  3.652,                 2.4265,                0.38031,                0.55989,                0.40561,                0.32264,                 1.0074,                 3.6459,                 1.9151,             0.00023811,             0.00023811,             0.00023811
                    133,                 1.8788,                 3.4614,                 2.7535,                0.38031,                0.55989,                0.40561,                0.32264,                 1.0074,                 3.6459,                 1.9151,             0.00023673,             0.00023673,             0.00023673
                    134,                 1.3963,                 3.3503,                 2.3072,                0.59728,                 0.4306,                 0.3939,                0.32275,                 0.9611,                 3.5112,                 1.8348,             0.00023535,             0.00023535,             0.00023535
                    135,                 1.2673,                 3.6541,                 2.0576,                0.59728,                 0.4306,                 0.3939,                0.32275,                 0.9611,                 3.5112,                 1.8348,             0.00023398,             0.00023398,             0.00023398
                    136,                 1.9574,                 3.5482,                 2.7955,                0.58569,                0.51668,                0.35963,                0.25008,                 1.0911,                 3.2282,                 1.8731,              0.0002326,              0.0002326,              0.0002326
                    137,                 1.5626,                 3.4477,                 2.5096,                0.58569,                0.51668,                0.35963,                0.25008,                 1.0911,                 3.2282,                 1.8731,             0.00023123,             0.00023123,             0.00023123
                    138,                    1.9,                 3.5725,                 2.6219,                0.40019,                   0.65,                0.39652,                0.25595,                 1.2552,                 2.8975,                 2.0013,             0.00022985,             0.00022985,             0.00022985
                    139,                 1.6342,                 3.2933,                 2.5411,                0.40019,                   0.65,                0.39652,                0.25595,                 1.2552,                 2.8975,                 2.0013,             0.00022847,             0.00022847,             0.00022847
                    140,                 1.5757,                 3.2948,                 2.6001,                0.32657,                   0.65,                0.46755,                0.26129,                 1.3316,                 2.9692,                 2.0859,              0.0002271,              0.0002271,              0.0002271
                    141,                 1.3751,                 3.0212,                 2.3608,                0.32657,                   0.65,                0.46755,                0.26129,                 1.3316,                 2.9692,                 2.0859,             0.00022572,             0.00022572,             0.00022572
                    142,                 2.2372,                 4.0751,                 2.9418,                 0.4446,                0.54435,                0.45865,                0.26082,                 1.3412,                 2.9771,                 2.1063,             0.00022435,             0.00022435,             0.00022435
                    143,                 1.6213,                 3.4466,                 2.5822,                 0.4446,                0.54435,                0.45865,                0.26082,                 1.3412,                 2.9771,                 2.1063,             0.00022297,             0.00022297,             0.00022297
                    144,                 1.9092,                 3.7952,                 2.6928,                0.49209,                   0.45,                0.43922,                0.26907,                 1.2373,                 2.9633,                 2.0711,             0.00022159,             0.00022159,             0.00022159
                    145,                 1.6772,                 3.5793,                 2.4869,                0.49209,                   0.45,                0.43922,                0.26907,                 1.2373,                 2.9633,                 2.0711,             0.00022022,             0.00022022,             0.00022022
                    146,                 2.0758,                 3.4335,                 2.6944,                  0.492,                   0.45,                0.44712,                0.32383,                 1.0406,                  2.925,                 2.0132,             0.00021884,             0.00021884,             0.00021884
                    147,                 1.5582,                 3.4539,                 2.4571,                  0.492,                   0.45,                0.44712,                0.32383,                 1.0406,                  2.925,                 2.0132,             0.00021747,             0.00021747,             0.00021747
                    148,                 1.9387,                 4.1076,                 2.6719,                0.47631,                   0.45,                0.46287,                0.36945,                0.89107,                 2.8645,                 1.8734,             0.00021609,             0.00021609,             0.00021609
                    149,                   2.07,                  3.531,                 2.7019,                0.47631,                   0.45,                0.46287,                0.36945,                0.89107,                 2.8645,                 1.8734,             0.00021471,             0.00021471,             0.00021471
                    150,                 1.5763,                 3.4534,                 2.3745,                0.72169,                    0.3,                0.48996,                0.40849,                0.82639,                 2.9447,                  1.795,             0.00021334,             0.00021334,             0.00021334
                    151,                 1.7934,                 3.8346,                 2.6495,                0.72169,                    0.3,                0.48996,                0.40849,                0.82639,                 2.9447,                  1.795,             0.00021196,             0.00021196,             0.00021196
                    152,                 2.1958,                 3.7449,                 2.8037,                0.82626,                0.18564,                0.52014,                0.43955,                0.80697,                  2.774,                  1.772,             0.00021059,             0.00021059,             0.00021059
                    153,                 1.6529,                 3.2743,                 2.4503,                0.82626,                0.18564,                0.52014,                0.43955,                0.80697,                  2.774,                  1.772,             0.00020921,             0.00020921,             0.00020921
                    154,                 1.7028,                 3.3586,                 2.5988,                0.42942,                0.46722,                0.54415,                0.47539,                0.78398,                 2.6879,                 1.7498,             0.00020783,             0.00020783,             0.00020783
                    155,                 1.8749,                 3.9189,                  2.613,                0.42942,                0.46722,                0.54415,                0.47539,                0.78398,                 2.6879,                 1.7498,             0.00020646,             0.00020646,             0.00020646
